Species,Sunrise,spray,Sunset,DewPoint,AvgSpeed,Tmin,SeaLevel,Tmax,Cool,StnPressure,WetBulb,ResultSpeed,Tavg,ResultDir,PrecipTotal,CodeSum,Depart,SnowFall,Depth,Heat,WnvPresent
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
2,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
2,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
4,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
5,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
2,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
2,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
5,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,-1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
2,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,-1
1,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
3,451.0,0,1904.0,73.0,9.0,72.0,29.76,91.0,17.0,29.06,76.0,6.2,82.0,25.0,1.31,19.0,9.0,0.0,0.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,-1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
2,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
3,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
1,-1.0,0,-1.0,73.0,8.8,73.0,29.74,92.0,18.0,29.11,76.0,6.3,83.0,24.0,0.06,36.0,-1.0,-1.0,-1.0,0.0,1
