Species,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,spray,WnvPresent
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
2,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
4,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
5,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
5,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
2,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
5,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
1,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,1
3,90.0,70.0,80.0,-1.0,70.0,73.0,0.0,15.0,-1.0,-1.0,27.0,-1.0,-1.0,0.88,29.29,29.93,5.1,21.0,8.4,0,-1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
2,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
2,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
2,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
5,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
2,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
4,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
2,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,-1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
2,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
5,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
3,81.0,69.0,75.0,-1.0,67.0,69.0,0.0,10.0,-1.0,-1.0,30.0,-1.0,-1.0,0.2,29.16,29.81,5.5,25.0,7.3,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
1,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
2,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,1
3,80.0,69.0,75.0,4.0,67.0,69.0,0.0,10.0,509.0,1840.0,13.0,0.0,0.0,0.24,29.11,29.82,5.8,25.0,7.1,0,-1
