@relation outtrain-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Species numeric
@attribute Tmax numeric
@attribute Tmin numeric
@attribute Tavg numeric
@attribute Depart numeric
@attribute DewPoint numeric
@attribute WetBulb numeric
@attribute Heat numeric
@attribute Cool numeric
@attribute Sunrise numeric
@attribute Sunset numeric
@attribute CodeSum numeric
@attribute Depth numeric
@attribute Water1 numeric
@attribute SnowFall numeric
@attribute PrecipTotal numeric
@attribute StnPressure numeric
@attribute SeaLevel numeric
@attribute ResultSpeed numeric
@attribute ResultDir numeric
@attribute AvgSpeed numeric
@attribute spray numeric
@attribute WnvPresent {0,1}

@data
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
2,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
4,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
2,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
2,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
5,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
2,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
2,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
5,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
5,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,1
4,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
5,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,80,69,75,4,67,69,0,10,509,1840,13,0,-1,0,0.24,29.11,29.82,5.8,25,7.1,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
3,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,81,69,75,-1,67,69,0,10,-1,-1,30,-1,-1,-1,0.2,29.16,29.81,5.5,25,7.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,1
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,1
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,1
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,1
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,1
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
5,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
1,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
3,90,69,80,-1,65,70,0,15,-1,-1,0,-1,-1,-1,0,29.34,29.98,7.8,21,8.3,0,0
